instance,problem,problem size,max evaluations,batch size,noise length,hidden dim,prehead layers,num samples,learning rate,utility function,device,iterations,elapsed time in secs,best fitness,num trainable params
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1220,158.2185389995575,93362.0,1815675
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,195,18.9628746509552,35902.0,26470610
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,4882,1369.9889907836914,303319.0,1483450
N-be75eec,lop,50,2500000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,1220,59.10557770729065,222646.0,1364018
N-t59b11xx,lop,44,1936000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,945,21.30957841873169,203455.0,2407468
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,195,15.745912313461304,35379.0,23849170
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,195,19.189035654067993,33973.0,1017810
N-stabu70,lop,60,3600000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,1757,85.269864320755,316994.0,2292796
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,1,64,0.001,standarized_utility,cuda:0,1220,99.97918581962585,91995.0,1809275
N-be75eec_150,lop,150,22500000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,10986,806.5069315433502,3305174.0,1269910
tai200_10_9.fsp,pfsp,200,40000000,32,256,512,3,64,0.01,standarized_utility,cuda:0,19531,9331.544435501099,1128172.0,141690500
N-t59b11xx,lop,44,1936000,32,128,128,1,64,0.001,standarized_utility,cuda:0,945,23.58157229423523,208250.0,22188
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,1,64,0.01,standarized_utility,cuda:0,4882,1237.11203956604,303585.0,3941050
N-stabu70,lop,60,3600000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,1757,99.0778534412384,357863.0,1243196
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,10986,1476.1316039562225,3156334.0,405654
tai20_20_8.fsp,pfsp,20,400000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,195,11.528963565826416,34913.0,193490
tai200_10_9.fsp,pfsp,200,40000000,32,64,512,3,64,0.001,standarized_utility,cuda:0,19531,15234.097664833069,1091843.0,122029700
N-be75eec,lop,50,2500000,32,64,128,3,64,0.01,standarized_utility,cuda:0,1220,38.044764041900635,232137.0,47794
N-be75eec,lop,50,2500000,32,128,128,2,64,0.01,standarized_utility,cuda:0,1220,38.77123260498047,232640.0,39474
N-stabu1_250,lop,250,62500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,30517,4168.292579174042,7458240.0,2618618
N-stabu70,lop,60,3600000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,1757,93.27943873405457,358663.0,162364
N-t75d11xx,lop,44,1936000,32,128,512,2,64,0.001,standarized_utility,cuda:0,945,21.452871322631836,574325.0,351276
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,195,15.457809925079346,14582.0,5478610
N-stabu70,lop,60,3600000,32,128,512,3,64,0.001,standarized_utility,cuda:0,1757,111.89846897125244,354807.0,622140
N-t59b11xx,lop,44,1936000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,945,22.47999596595764,204860.0,13996
N-stabu70,lop,60,3600000,32,64,512,1,64,0.001,standarized_utility,cuda:0,1757,82.17117428779602,359013.0,64060
N-be75eec_150,lop,150,22500000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,10986,823.2552947998047,3372036.0,44182
N-stabu1_250,lop,250,62500000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,30517,4099.922183275223,7236959.0,2422010
N-stabu1_250,lop,250,62500000,32,128,1024,1,64,0.0001,standarized_utility,cuda:0,30517,4228.347283124924,7550306.0,388346
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,195,10.303663969039917,14636.0,23849170
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,1220,108.58926939964294,92631.0,7233275
N-be75eec,lop,50,2500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,1220,36.32604360580444,234222.0,14770
N-be75eec_150,lop,150,22500000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,10986,1519.0660016536713,3326803.0,733846
N-be75eec,lop,50,2500000,32,256,512,1,64,0.001,standarized_utility,cuda:0,1220,57.55225658416748,234296.0,157234
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,2,64,0.001,standarized_utility,cuda:0,4882,852.1512188911438,306374.0,5592250
N-be75eec_150,lop,150,22500000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,10986,801.2922852039337,3357318.0,44182
N-be75eec,lop,50,2500000,32,64,512,2,64,0.001,standarized_utility,cuda:0,1220,51.52528929710388,233899.0,321586
N-stabu70,lop,60,3600000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,1757,56.16029095649719,356689.0,1243196
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,10986,830.4304718971252,3206386.0,405654
N-t59b11xx,lop,44,1936000,32,256,512,3,64,0.01,standarized_utility,cuda:0,945,25.03824019432068,185395.0,679468
N-t75d11xx,lop,44,1936000,32,64,512,2,64,0.01,standarized_utility,cuda:0,945,44.86583209037781,563711.0,318508
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,4882,954.9282379150391,329972.0,123345850
tai20_20_8.fsp,pfsp,20,400000,32,64,128,2,64,0.01,standarized_utility,cuda:0,195,12.023876190185547,33990.0,523730
N-be75eec_150,lop,150,22500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,10986,782.287914276123,3295843.0,471190
N-t59b11xx,lop,44,1936000,32,256,512,2,64,0.01,standarized_utility,cuda:0,945,35.46859812736511,200890.0,416812
N-stabu70,lop,60,3600000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,1757,55.9788179397583,355060.0,2292796
N-be75eec,lop,50,2500000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,1220,58.33395004272461,234146.0,31282
N-be75eec,lop,50,2500000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,1220,58.187337160110474,234164.0,39474
N-be75eec,lop,50,2500000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,1220,56.654505252838135,234205.0,1364018
tai20_20_8.fsp,pfsp,20,400000,32,128,128,1,64,0.01,standarized_utility,cuda:0,195,15.406330108642578,33782.0,357330
N-stabu70,lop,60,3600000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1757,94.8357994556427,356449.0,589372
N-t75d11xx,lop,44,1936000,32,64,128,1,64,0.01,standarized_utility,cuda:0,945,25.821974277496338,570792.0,13996
N-t59b11xx,lop,44,1936000,32,128,512,1,64,0.001,standarized_utility,cuda:0,945,37.111727237701416,208235.0,88620
N-stabu1_250,lop,250,62500000,32,256,512,3,64,0.01,standarized_utility,cuda:0,30517,4189.750771999359,6564346.0,785146
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,195,16.765056848526,14682.0,47462610
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,195,11.056046724319458,14587.0,2857170
N-be75eec,lop,50,2500000,32,64,512,1,64,0.01,standarized_utility,cuda:0,1220,34.12122893333435,234094.0,58930
tai20_20_8.fsp,pfsp,20,400000,32,256,512,2,64,0.01,standarized_utility,cuda:0,195,18.267938375473022,34602.0,7992530
N-stabu70,lop,60,3600000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,1757,100.7808403968811,357690.0,73660
N-t59b11xx,lop,44,1936000,32,128,512,3,64,0.01,standarized_utility,cuda:0,945,24.16826033592224,197540.0,613932
N-be75eec,lop,50,2500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,1220,37.46569752693176,233769.0,2217010
N-be75eec_150,lop,150,22500000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,10986,804.5295014381409,3267950.0,2516118
N-stabu1_250,lop,250,62500000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,30517,4094.576945066452,7530160.0,48762
N-be75eec_150,lop,150,22500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,10986,1541.4875011444092,3002827.0,635542
N-stabu1_250,lop,250,62500000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,30517,7411.676121711731,7450775.0,1372410
tai20_20_8.fsp,pfsp,20,400000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,195,22.70437788963318,33798.0,11279570
tai20_20_8.fsp,pfsp,20,400000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,195,16.940158128738403,35057.0,357330
N-t75d11xx,lop,44,1936000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,945,41.12601852416992,564181.0,2276396
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,41.22543025016785,204620.0,38572
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.01,standarized_utility,cuda:0,195,19.10115909576416,34222.0,1017810
tai20_5_8.fsp,pfsp,20,400000,32,256,128,1,64,0.01,standarized_utility,cuda:0,195,9.059879064559937,14612.0,685010
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,23.86607599258423,205055.0,38572
N-stabu1_250,lop,250,62500000,32,64,128,3,64,0.001,standarized_utility,cuda:0,30517,6883.952533721924,7449608.0,73594
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,195,18.22068977355957,33851.0,5478610
N-t59b11xx,lop,44,1936000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,945,21.4716579914093,202875.0,2407468
tai20_20_8.fsp,pfsp,20,400000,32,64,512,2,64,0.01,standarized_utility,cuda:0,195,12.343958377838135,34654.0,6026450
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,195,20.57510757446289,35866.0,23849170
N-stabu1_250,lop,250,62500000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,30517,6856.071338891983,7574223.0,322810
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,1,64,0.01,standarized_utility,cuda:0,4882,782.3629803657532,308566.0,9195450
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.01,standarized_utility,cuda:0,195,18.581798791885376,34128.0,1017810
N-t59b11xx,lop,44,1936000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,945,35.47578001022339,208250.0,177196
tai20_20_8.fsp,pfsp,20,400000,32,256,128,1,64,0.001,standarized_utility,cuda:0,195,18.42616868019104,33843.0,685010
N-stabu1_250,lop,250,62500000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,30517,7416.541731595993,7239633.0,2618618
tai20_20_8.fsp,pfsp,20,400000,32,256,128,1,64,0.01,standarized_utility,cuda:0,195,12.808510780334473,33979.0,685010
N-be75eec,lop,50,2500000,32,256,128,2,64,0.001,standarized_utility,cuda:0,1220,57.40658187866211,234123.0,55858
N-stabu1_250,lop,250,62500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,30517,7531.916850566864,7497328.0,2618618
tai200_10_9.fsp,pfsp,200,40000000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,19531,7726.834657907486,1087101.0,33914500
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,2,64,0.001,standarized_utility,cuda:0,4882,830.2481994628906,309185.0,3953850
N-stabu70,lop,60,3600000,32,256,128,1,64,0.001,standarized_utility,cuda:0,1757,98.6759774684906,358826.0,40636
N-stabu1_250,lop,250,62500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,30517,7462.811182022095,7330012.0,81658
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,195,11.97486400604248,14643.0,26470610
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,4882,779.2297141551971,306132.0,5918650
N-t59b11xx,lop,44,1936000,32,256,512,3,64,0.001,standarized_utility,cuda:0,945,35.29472589492798,203225.0,679468
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,1220,166.6300790309906,95863.0,990075
N-t59b11xx,lop,44,1936000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,945,37.90543341636658,208185.0,177196
N-be75eec_150,lop,150,22500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,10986,825.6282496452332,3313719.0,2319510
N-stabu1_250,lop,250,62500000,32,64,512,1,64,0.001,standarized_utility,cuda:0,30517,7673.09125828743,7555831.0,161530
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1220,104.9953064918518,92714.0,1815675
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.01,standarized_utility,cuda:0,945,23.595932960510254,208550.0,38572
N-be75eec_150,lop,150,22500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,10986,801.8774032592773,3271299.0,68758
N-stabu70,lop,60,3600000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,1757,94.411052942276,348416.0,1177660
N-be75eec,lop,50,2500000,32,256,128,1,64,0.01,standarized_utility,cuda:0,1220,57.62445306777954,234213.0,39346
tai200_10_9.fsp,pfsp,200,40000000,32,256,128,1,64,0.001,standarized_utility,cuda:0,19531,7038.2226095199585,1075868.0,9172100
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,195,12.481273889541626,14676.0,44841170
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,195,16.58614182472229,16491.0,44841170
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,195,22.30815315246582,33879.0,44841170
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,195,12.274610996246338,34805.0,26470610
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,1220,196.86378955841064,93057.0,14465275
N-stabu1_250,lop,250,62500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,30517,4141.034456253052,7568465.0,48762
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,1220,103.58348202705383,95488.0,1809275
N-be75eec_150,lop,150,22500000,32,256,128,1,64,0.01,standarized_utility,cuda:0,10986,1416.0402734279633,3362131.0,52246
tai20_20_8.fsp,pfsp,20,400000,32,256,128,1,64,0.001,standarized_utility,cuda:0,195,13.03877305984497,33928.0,685010
N-t59b11xx,lop,44,1936000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,945,23.733059644699097,208100.0,30508
tai200_10_9.fsp,pfsp,200,40000000,32,128,512,2,64,0.01,standarized_utility,cuda:0,19531,13063.597636699677,1109691.0,76052100
N-be75eec_150,lop,150,22500000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,10986,1302.0049316883087,3380893.0,208534
N-be75eec_150,lop,150,22500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,10986,1495.831687450409,3348838.0,85270
N-be75eec_150,lop,150,22500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,10986,1527.2306954860687,2990578.0,635542
N-t59b11xx,lop,44,1936000,32,256,128,2,64,0.001,standarized_utility,cuda:0,945,24.05345582962036,208590.0,55084
N-t59b11xx,lop,44,1936000,32,64,512,2,64,0.01,standarized_utility,cuda:0,945,24.164716482162476,206960.0,318508
N-stabu70,lop,60,3600000,32,64,512,2,64,0.01,standarized_utility,cuda:0,1757,101.8559250831604,349402.0,326716
N-stabu70,lop,60,3600000,32,64,512,1,64,0.001,standarized_utility,cuda:0,1757,106.3127338886261,358705.0,64060
N-stabu70,lop,60,3600000,32,64,512,2,64,0.001,standarized_utility,cuda:0,1757,56.15809106826782,358299.0,326716
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,1220,192.691565990448,93689.0,66945275
N-be75eec_150,lop,150,22500000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,10986,1508.8022027015686,3366302.0,285846
N-t59b11xx,lop,44,1936000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,945,37.915268898010254,208735.0,55212
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,1220,163.34308624267578,92047.0,4634875
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,1220,165.84899020195007,92139.0,7233275
N-stabu1_250,lop,250,62500000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,30517,4218.661688327789,7541400.0,194298
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,195,15.759109735488892,14581.0,5478610
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,1,64,0.001,standarized_utility,cuda:0,1220,96.92654538154602,93258.0,7233275
N-t59b11xx,lop,44,1936000,32,128,512,2,64,0.01,standarized_utility,cuda:0,945,34.246559858322144,206200.0,351276
N-be75eec_150,lop,150,22500000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,10986,837.5917632579803,3337784.0,471190
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,1,64,0.001,standarized_utility,cuda:0,1220,98.42023229598999,93089.0,3956475
tai20_20_8.fsp,pfsp,20,400000,32,128,128,1,64,0.001,standarized_utility,cuda:0,195,18.272521257400513,34053.0,357330
N-t59b11xx,lop,44,1936000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,945,24.462036848068237,203405.0,2407468
N-be75eec,lop,50,2500000,32,256,512,1,64,0.001,standarized_utility,cuda:0,1220,38.97808504104614,234087.0,157234
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,2,64,0.001,standarized_utility,cuda:0,1220,187.58890342712402,94085.0,17089275
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1220,132.2939887046814,94719.0,28583675
N-be75eec,lop,50,2500000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,1220,36.15692687034607,209372.0,2217010
N-t75d11xx,lop,44,1936000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,945,41.636741638183594,566642.0,1226796
N-be75eec_150,lop,150,22500000,32,128,128,1,64,0.01,standarized_utility,cuda:0,10986,1492.8455030918121,3374597.0,35862
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.01,standarized_utility,cuda:0,195,16.525458574295044,14855.0,687570
N-stabu70,lop,60,3600000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,1757,101.4852659702301,343265.0,1243196
N-t59b11xx,lop,44,1936000,32,256,128,3,64,0.001,standarized_utility,cuda:0,945,24.342954874038696,208150.0,71596
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.01,standarized_utility,cuda:0,195,15.838876485824585,14658.0,687570
N-be75eec_150,lop,150,22500000,32,64,128,2,64,0.001,standarized_utility,cuda:0,10986,790.3999240398407,3354890.0,44182
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,1,64,0.01,standarized_utility,cuda:0,19531,6756.37522482872,1074965.0,4256900
N-t59b11xx,lop,44,1936000,32,64,128,2,64,0.01,standarized_utility,cuda:0,945,23.70241141319275,208080.0,30508
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,1220,182.0900363922119,102270.0,119425275
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,195,11.917838335037231,33850.0,5478610
N-stabu1_250,lop,250,62500000,32,64,128,2,64,0.01,standarized_utility,cuda:0,30517,7488.574070215225,7319524.0,57082
N-stabu1_250,lop,250,62500000,32,128,512,3,64,0.001,standarized_utility,cuda:0,30517,7459.450887441635,7320398.0,719610
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,1220,159.99221086502075,95352.0,4634875
N-be75eec,lop,50,2500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,1220,56.6415159702301,233498.0,2413618
N-t59b11xx,lop,44,1936000,32,64,512,3,64,0.01,standarized_utility,cuda:0,945,21.350020170211792,194550.0,581164
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,195,14.97653079032898,34174.0,5478610
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,10986,1303.4094097614288,3136743.0,405654
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,195,18.845517873764038,16373.0,44841170
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1220,205.01298904418945,93828.0,28583675
N-be75eec_150,lop,150,22500000,32,64,128,2,64,0.001,standarized_utility,cuda:0,10986,1526.7785415649414,3359266.0,44182
N-t75d11xx,lop,44,1936000,32,128,512,1,64,0.01,standarized_utility,cuda:0,945,21.27168846130371,568301.0,88620
tai20_5_8.fsp,pfsp,20,400000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,195,11.644646883010864,14591.0,6026450
N-t75d11xx,lop,44,1936000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,945,29.983300924301147,565486.0,1161260
N-stabu1_250,lop,250,62500000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,30517,7420.691536188126,6848473.0,1437946
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,1,64,0.01,standarized_utility,cuda:0,1220,97.95539736747742,94354.0,2318075
N-stabu1_250,lop,250,62500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,30517,4145.785183429718,7463726.0,2422010
N-be75eec_150,lop,150,22500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,10986,833.6280424594879,3377090.0,220310
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,195,22.075765371322632,33926.0,44841170
N-be75eec_150,lop,150,22500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,10986,1529.112731218338,3322349.0,2319510
tai20_5_8.fsp,pfsp,20,400000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,195,14.611696481704712,14565.0,7992530
N-stabu70,lop,60,3600000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,1757,95.20325684547424,357776.0,96828
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,1220,196.56769824028015,92440.0,2231675
