,instance,repetition,algorithm,lambda,alpha,best fitness,evals,elapsed time in secs
3941,N-stabu70,13,PL,10,0.05,359439,1205596,42.518
3942,N-stabu70,12,PL,10,0.01,359451,1946986,46.36
3943,N-stabu70,21,PL,10,0.001,356494,3299603,52.447
3944,N-stabu70,18,PL,10,0.01,359461,3571020,53.605
3945,N-stabu70,23,PL,10,0.05,359531,3175163,30.916
3946,N-stabu70,21,PL,10,0.01,358951,2549617,54.389
3947,N-stabu70,27,PL,10,0.01,357509,3466731,50.677
3948,N-stabu70,17,PL,10,0.01,359548,3243479,51.823
3949,N-stabu70,18,PL,10,0.05,359463,2038792,34.883
3950,N-stabu70,22,PL,10,0.01,358946,3104958,50.933
3951,N-stabu70,15,PL,10,0.05,359435,2601492,41.208
3952,N-stabu70,21,PL,10,0.05,359435,868119,43.038
3953,N-stabu70,20,PL,10,0.05,359354,2260793,54.085
3954,N-stabu70,24,PL,10,0.05,357109,261619,53.664
3955,N-stabu70,19,PL,10,0.05,358544,1459676,51.115
3956,N-stabu70,14,PL,10,0.05,359872,2847212,54.516
3957,N-stabu70,28,PL,10,0.05,359447,2692352,30.994
3958,N-stabu70,16,PL,10,0.05,359422,3037231,53.864
3959,N-stabu70,11,PL,10,0.05,359431,1941685,53.658
3960,N-stabu70,25,PL,10,0.05,358849,2292278,53.473
3961,N-stabu70,17,PL,10,0.05,359320,3077741,53.478
3962,N-stabu70,12,PL,10,0.1,358471,1961370,31.498
3963,N-stabu70,30,PL,10,0.05,358534,2743175,42.271
3964,N-stabu70,24,PL,10,0.1,359438,2377009,31.817
3965,N-stabu70,27,PL,10,0.05,359284,3564980,50.981
3966,N-stabu70,13,PL,10,0.1,360316,3557612,42.304
3967,N-stabu70,22,PL,10,0.05,359434,749363,54.099
3968,N-stabu70,16,PL,10,0.1,359542,3058384,40.503
3969,N-stabu70,14,PL,10,0.1,359578,3536598,53.92
3970,N-stabu70,29,PL,10,0.05,359811,149423,54.074
3971,N-stabu70,11,PL,10,0.1,358643,911891,53.844
3972,N-stabu70,28,PL,10,0.1,359611,1355876,31.875
3974,N-stabu70,25,PL,10,0.1,358507,1734612,53.942
3975,N-stabu70,15,PL,10,0.1,359472,2250588,43.097
3977,N-stabu70,20,PL,10,0.1,359390,3320186,42.612
3978,N-stabu70,19,PL,10,0.1,359573,1634687,53.847
3980,N-stabu70,23,PL,10,0.1,358608,2405796,53.976
3981,N-stabu70,22,PL,10,0.1,360262,3449229,53.766
3982,N-stabu70,21,PL,10,0.1,359473,3387567,54.133
3983,N-stabu70,17,PL,10,0.1,359437,1512651,54.141
3984,N-stabu70,27,PL,10,0.1,359150,3390139,53.765
3987,N-stabu70,18,PL,10,0.1,358848,1888977,54.092
3988,N-stabu70,26,PL,10,0.1,358055,300572,54.62
3989,N-stabu70,29,PL,10,0.1,359403,3377952,53.965
3991,N-stabu70,30,PL,10,0.1,359329,3323937,53.468
3995,N-stabu70,12,PL,10,0.5,358881,3383910,31.657
3997,N-stabu70,20,PL,10,0.5,359778,2609515,31.404
4002,N-stabu70,27,PL,10,0.5,358760,3229846,31.695
4003,N-stabu70,19,PL,10,0.5,358818,1339210,49.535
4004,N-stabu70,16,PL,10,0.5,359934,1017786,45.742
4005,N-stabu70,18,PL,10,0.5,359653,1377415,48.631
4009,N-stabu70,11,PL,10,0.5,358664,2096308,45.76
4018,N-stabu70,13,PL,10,0.5,359892,3354766,54.242
4019,N-stabu70,21,PL,10,0.5,359915,3071946,31.344
4021,N-stabu70,24,PL,10,0.5,359561,2359064,31.003
4022,N-stabu70,25,PL,10,0.5,360249,809703,53.519
4026,N-stabu70,30,PL,10,0.5,359510,2629471,49.098
4027,N-stabu70,15,PL,10,0.5,358968,1575594,52.652
4031,N-stabu70,22,PL,10,0.5,359670,2104606,49.684
4032,N-stabu70,14,PL,10,0.5,359651,1970063,53.906
4037,N-stabu70,17,PL,10,0.5,358793,2704243,53.928
4041,N-stabu70,28,PL,10,0.5,359776,3435622,50.928
4042,N-stabu70,26,PL,10,0.5,359563,858385,42.965
4045,N-stabu70,29,PL,10,0.5,359950,3356983,53.608
4046,N-stabu70,23,PL,10,0.5,359067,3597968,53.298
4057,N-stabu70,29,PL,10,0.75,359240,276774,31.687
4063,N-stabu70,18,PL,10,0.75,358946,2332115,31.68
4064,N-stabu70,15,PL,10,0.75,359202,2472010,53.767
4065,N-stabu70,23,PL,10,0.75,359056,3486835,53.909
4066,N-stabu70,22,PL,10,0.75,359414,2063479,38.011
4067,N-stabu70,27,PL,10,0.75,359438,3440016,31.604
4070,N-stabu70,20,PL,10,0.75,359574,2964093,52.888
4075,N-stabu70,11,PL,10,0.75,359179,2098919,49.762
4077,N-stabu70,25,PL,10,0.75,359143,3208500,53.392
4079,N-stabu70,13,PL,10,0.75,359218,1947589,53.585
4080,N-stabu70,14,PL,10,0.75,359196,730332,53.079
4081,N-stabu70,17,PL,10,0.75,359031,2787987,50.347
4082,N-stabu70,26,PL,10,0.75,359146,179239,53.869
4085,N-stabu70,12,PL,10,0.75,359133,3238245,50.28
4086,N-stabu70,16,PL,10,0.75,358981,959843,49.795
4087,N-stabu70,24,PL,10,0.75,358815,2515854,53.715
4088,N-stabu70,28,PL,10,0.75,358784,234393,51.563
4090,N-stabu70,21,PL,10,0.75,358782,2137242,45.657
4092,N-stabu70,26,PL,10,0.9,358430,654897,31.722
4094,N-stabu70,22,PL,10,0.9,358390,2545446,38.727
4095,N-stabu70,19,PL,10,0.75,359583,482388,53.876
4099,N-stabu70,11,PL,10,0.9,357813,2313467,46.648
4100,N-stabu70,15,PL,10,0.9,358432,1530651,53.658
4101,N-stabu70,16,PL,10,0.9,358718,1702267,49.445
4102,N-stabu70,30,PL,10,0.75,359452,3278836,52.941
4103,N-stabu70,14,PL,10,0.9,358688,1613698,39.296
4106,N-stabu70,29,PL,10,0.9,358042,1187543,41.051
4115,N-stabu70,12,PL,10,0.9,358450,3522332,53.941
4116,N-stabu70,27,PL,10,0.9,358063,212975,35.173
4118,N-stabu70,24,PL,10,0.9,358404,2567377,46.107
4120,N-stabu70,13,PL,10,0.9,357873,1499648,52.653
4122,N-stabu70,17,PL,10,0.9,358728,3032842,46.694
4123,N-stabu70,25,PL,10,0.9,359199,2141778,31.657
4127,N-stabu70,23,PL,10,0.9,358411,1640492,42.765
4128,N-stabu70,20,PL,10,0.9,358514,629334,49.201
4129,N-stabu70,28,PL,10,0.9,358539,2365514,52.844
4131,N-stabu70,21,PL,10,0.9,358778,2758174,53.43
4135,N-stabu70,19,PL,10,0.9,357711,1874046,53.63
4137,N-stabu70,18,PL,10,0.9,358348,716066,53.728
4138,N-stabu70,24,PL,100,0.001,347629,3362972,27.972
4139,N-stabu70,30,PL,10,0.9,358676,1137593,43.765
4140,N-stabu70,12,PL,100,0.001,348587,3575299,37.172
4142,N-stabu70,25,PL,100,0.001,349423,3529440,27.147
4143,N-stabu70,23,PL,100,0.001,347706,3023882,39.725
4144,N-stabu70,19,PL,100,0.001,347984,3544818,40.267
4146,N-stabu70,11,PL,100,0.001,347969,3557786,49.345
4147,N-stabu70,22,PL,100,0.001,348429,3564657,49.286
4148,N-stabu70,13,PL,100,0.001,348991,3561679,49.376
4149,N-stabu70,29,PL,100,0.001,348847,3568371,33.747
4151,N-stabu70,20,PL,100,0.001,348862,3515387,27.737
4152,N-stabu70,18,PL,100,0.001,349145,3592722,49.409
4153,N-stabu70,15,PL,100,0.001,348543,3519165,43.272
4154,N-stabu70,14,PL,100,0.001,348541,3412500,48.602
4157,N-stabu70,17,PL,100,0.001,349056,3411227,49.243
4158,N-stabu70,12,PL,100,0.01,357766,3325161,28.507
4160,N-stabu70,26,PL,100,0.001,348165,3483830,49.352
4161,N-stabu70,21,PL,100,0.001,349307,3207049,48.506
4162,N-stabu70,14,PL,100,0.01,357972,3350042,29.441
4163,N-stabu70,16,PL,100,0.001,347867,3333583,48.072
4164,N-stabu70,28,PL,100,0.001,347867,3489939,49.39
4165,N-stabu70,27,PL,100,0.001,348166,3533830,39.996
4166,N-stabu70,29,PL,100,0.01,358146,3573875,28.177
4170,N-stabu70,13,PL,100,0.01,357973,3389286,29.042
4171,N-stabu70,11,PL,100,0.01,357772,2753730,29.082
4176,N-stabu70,25,PL,100,0.01,357976,3442674,35.815
4177,N-stabu70,15,PL,100,0.01,357131,3552966,50.853
4179,N-stabu70,30,PL,100,0.01,357937,3244335,27.929
4181,N-stabu70,26,PL,100,0.01,357964,3435676,27.951
4182,N-stabu70,30,PL,100,0.001,348013,3482898,48.512
4183,N-stabu70,18,PL,100,0.01,358086,3298804,50.406
4185,N-stabu70,21,PL,100,0.01,357869,3399780,34.366
4188,N-stabu70,24,PL,100,0.01,358010,3577529,29.451
4191,N-stabu70,16,PL,100,0.01,357947,3219732,39.247
4192,N-stabu70,23,PL,100,0.01,358054,3540504,47.485
4194,N-stabu70,20,PL,100,0.01,357850,3524727,49.742
4197,N-stabu70,27,PL,100,0.01,357851,2850459,50.111
4200,N-stabu70,22,PL,100,0.01,357040,3499789,49.199
4207,N-stabu70,17,PL,100,0.01,357831,3503254,50.407
4208,N-stabu70,19,PL,100,0.05,359484,2437311,28.224
4211,N-stabu70,16,PL,100,0.05,359104,2685181,28.124
4213,N-stabu70,19,PL,100,0.01,357796,3371572,50.802
4216,N-stabu70,12,PL,100,0.05,359048,2485355,40.275
4218,N-stabu70,26,PL,100,0.05,359745,3483908,29.349
4222,N-stabu70,17,PL,100,0.05,357841,3595665,28.1
4225,N-stabu70,28,PL,100,0.01,357866,3553723,50.137
4226,N-stabu70,22,PL,100,0.05,359173,3316630,38.371
4231,N-stabu70,28,PL,100,0.05,359087,3534243,28.707
4232,N-stabu70,15,PL,100,0.05,359033,3453554,41.586
4233,N-stabu70,14,PL,100,0.05,358984,2476492,27.619
4237,N-stabu70,11,PL,100,0.05,359113,1470004,50.314
4242,N-stabu70,29,PL,100,0.05,359093,2708283,29.346
4245,N-stabu70,30,PL,100,0.05,359063,2520896,47.538
4249,N-stabu70,11,PL,100,0.1,359846,2142198,28.092
4250,N-stabu70,20,PL,100,0.05,358876,1237862,29.182
4251,N-stabu70,13,PL,100,0.05,358523,2866065,48.711
4252,N-stabu70,16,PL,100,0.1,358979,2938606,28.157
4256,N-stabu70,27,PL,100,0.05,359070,2978743,29.427
4263,N-stabu70,23,PL,100,0.05,359576,3253918,47.734
4265,N-stabu70,13,PL,100,0.1,359002,2125628,41.347
4266,N-stabu70,24,PL,100,0.05,360518,3468077,50.468
4272,N-stabu70,18,PL,100,0.05,359635,2586086,50.633
4273,N-stabu70,19,PL,100,0.1,359693,3439329,28.28
4275,N-stabu70,18,PL,100,0.1,359704,2887948,45.609
4276,N-stabu70,21,PL,100,0.05,358565,2049867,49.372
4281,N-stabu70,15,PL,100,0.1,359215,691685,49.376
4282,N-stabu70,20,PL,100,0.1,358712,2175219,37.952
4283,N-stabu70,25,PL,100,0.05,357580,2292334,49.473
4284,N-stabu70,30,PL,100,0.1,358884,663255,28.004
4288,N-stabu70,23,PL,100,0.1,359102,2323185,46.931
4291,N-stabu70,25,PL,100,0.1,359345,3175879,28.292
4293,N-stabu70,14,PL,100,0.1,359785,2273238,50.122
4295,N-stabu70,17,PL,100,0.1,359629,3311094,32.159
4296,N-stabu70,26,PL,100,0.1,359618,1290449,28.175
4297,N-stabu70,28,PL,100,0.1,359531,2912557,48.73
4302,N-stabu70,20,PL,100,0.5,359414,2750449,27.478
4304,N-stabu70,21,PL,100,0.1,359253,1240281,47.149
4306,N-stabu70,12,PL,100,0.1,359606,1776930,42.031
4307,N-stabu70,18,PL,100,0.5,360096,771231,28.583
4310,N-stabu70,23,PL,100,0.5,359628,937528,28.899
4313,N-stabu70,24,PL,100,0.5,360546,3084373,27.655
4316,N-stabu70,22,PL,100,0.1,359734,2416766,43.35
4318,N-stabu70,27,PL,100,0.1,359649,1783584,41.172
4319,N-stabu70,19,PL,100,0.5,359729,391287,41.667
4322,N-stabu70,22,PL,100,0.5,359768,1907878,37.911
4325,N-stabu70,13,PL,100,0.5,359669,3287981,49.425
4327,N-stabu70,16,PL,100,0.5,359394,2512108,44.939
4328,N-stabu70,12,PL,100,0.5,359717,802345,48.813
4329,N-stabu70,11,PL,100,0.5,358849,2860955,48.753
4331,N-stabu70,29,PL,100,0.1,358820,1479614,45.899
4332,N-stabu70,17,PL,100,0.5,359642,1675351,28.529
4336,N-stabu70,24,PL,100,0.1,359860,1639554,48.859
4337,N-stabu70,15,PL,100,0.5,360518,2263221,32.165
4341,N-stabu70,29,PL,100,0.5,359621,2301747,40.904
4342,N-stabu70,12,PL,100,0.75,360480,3291814,28.545
4343,N-stabu70,26,PL,100,0.5,359519,457668,42.247
4345,N-stabu70,13,PL,100,0.75,359113,1738860,33.886
4346,N-stabu70,25,PL,100,0.5,358812,373929,30.399
4347,N-stabu70,24,PL,100,0.75,358978,2884283,27.305
4349,N-stabu70,21,PL,100,0.5,359731,123769,40.844
4351,N-stabu70,28,PL,100,0.5,359771,1722403,44.096
4352,N-stabu70,27,PL,100,0.5,359697,1529223,43.751
4353,N-stabu70,14,PL,100,0.5,359897,316742,49.572
4355,N-stabu70,19,PL,100,0.75,359729,1981318,27.295
4356,N-stabu70,14,PL,100,0.75,359582,1195247,28.868
4357,N-stabu70,21,PL,100,0.75,359636,2175884,38.228
4363,N-stabu70,25,PL,100,0.75,358947,3509564,35.549
4367,N-stabu70,15,PL,100,0.75,359535,3075491,28.637
4369,N-stabu70,23,PL,100,0.75,358944,2440816,31.627
4370,N-stabu70,30,PL,100,0.5,359415,2871453,42.256
4371,N-stabu70,17,PL,100,0.75,359933,1192175,49.835
4372,N-stabu70,20,PL,100,0.9,359605,1298191,27.967
4373,N-stabu70,11,PL,100,0.75,359068,3215135,50.403
4374,N-stabu70,26,PL,100,0.75,359474,1829749,30.563
4375,N-stabu70,18,PL,100,0.75,359655,715738,38.092
4377,N-stabu70,20,PL,100,0.75,359571,1904429,45.066
4380,N-stabu70,16,PL,100,0.75,359809,883832,44.686
4381,N-stabu70,28,PL,100,0.75,360025,2942973,45.152
4384,N-stabu70,22,PL,100,0.75,359690,386267,50.157
4386,N-stabu70,29,PL,100,0.75,359005,2755315,28.969
4387,N-stabu70,30,PL,100,0.75,358782,3551043,28.893
4389,N-stabu70,13,PL,100,0.9,359438,923178,38.552
4390,N-stabu70,19,PL,100,0.9,359804,1190097,42.488
4392,N-stabu70,27,PL,100,0.75,360419,3111870,39.802
4395,N-stabu70,14,PL,100,0.9,359080,3133800,47.882
4397,N-stabu70,24,PL,100,0.9,360730,381096,42.496
4398,N-stabu70,30,PL,100,0.9,358765,316026,27.033
4402,N-stabu70,11,PL,100,0.9,359575,2565409,46.145
4404,N-stabu70,25,PL,100,0.9,359534,2426235,35.927
4405,N-stabu70,16,PL,100,0.9,360425,2654564,49.113
4407,N-stabu70,28,PL,100,0.9,360459,3152208,42.922
4408,N-stabu70,19,PL,1000,0.001,322926,3409153,28.394
4409,N-stabu70,27,PL,100,0.9,360417,3167246,28.544
4415,N-stabu70,22,PL,100,0.9,359720,791416,44.557
4417,N-stabu70,15,PL,100,0.9,359509,2702254,48.706
4418,N-stabu70,26,PL,100,0.9,359043,3283420,50.015
4420,N-stabu70,15,PL,1000,0.001,319795,2987769,25.196
4421,N-stabu70,23,PL,100,0.9,358931,2579474,47.235
4422,N-stabu70,12,PL,100,0.9,359403,1566396,44.695
4424,N-stabu70,14,PL,1000,0.001,318597,3411056,34.617
4428,N-stabu70,18,PL,100,0.9,359553,1947516,48.589
4431,N-stabu70,17,PL,100,0.9,360431,2892685,49.196
4434,N-stabu70,21,PL,100,0.9,359634,685815,50.164
4435,N-stabu70,18,PL,1000,0.001,320409,3353924,28.836
4438,N-stabu70,29,PL,100,0.9,359191,1925978,45.115
4440,N-stabu70,23,PL,1000,0.001,320503,2595771,40.845
4442,N-stabu70,11,PL,1000,0.001,319926,3570963,41.375
4444,N-stabu70,16,PL,1000,0.001,322606,3575732,29.16
4445,N-stabu70,21,PL,1000,0.001,320369,3269000,34.138
4447,N-stabu70,24,PL,1000,0.001,323908,3427705,43.579
4449,N-stabu70,22,PL,1000,0.001,321125,3472010,45.728
4452,N-stabu70,17,PL,1000,0.001,317772,2792058,33.787
4453,N-stabu70,27,PL,1000,0.001,320782,3563593,27.173
4455,N-stabu70,20,PL,1000,0.001,318782,3452272,27.117
4458,N-stabu70,28,PL,1000,0.001,319710,3550237,45.694
4464,N-stabu70,17,PL,1000,0.01,348996,3513163,26.074
4466,N-stabu70,12,PL,1000,0.001,319167,2332196,33.748
4467,N-stabu70,26,PL,1000,0.001,318432,3475038,42.76
4472,N-stabu70,30,PL,1000,0.001,324038,3250826,42.539
4474,N-stabu70,29,PL,1000,0.001,320881,3516701,43.977
4476,N-stabu70,22,PL,1000,0.01,348354,2750173,28.06
4478,N-stabu70,13,PL,1000,0.01,350348,3419854,38.45
4479,N-stabu70,20,PL,1000,0.01,348709,3351194,27.725
4480,N-stabu70,13,PL,1000,0.001,319854,2549575,46.937
4482,N-stabu70,19,PL,1000,0.01,348277,3519401,39.905
4484,N-stabu70,12,PL,1000,0.01,348971,3574838,34.961
4486,N-stabu70,25,PL,1000,0.001,324519,3530491,44.035
4490,N-stabu70,21,PL,1000,0.01,348060,3278255,37.78
4492,N-stabu70,11,PL,1000,0.01,347714,3125729,45.385
4493,N-stabu70,29,PL,1000,0.01,348470,3531496,38.379
4494,N-stabu70,26,PL,1000,0.01,348581,2678939,41.164
4497,N-stabu70,15,PL,1000,0.01,349530,3364827,43.488
4498,N-stabu70,28,PL,1000,0.01,349032,3551957,27.757
4501,N-stabu70,14,PL,1000,0.01,349037,3582588,48.296
4503,N-stabu70,27,PL,1000,0.01,349021,2995109,38.276
4504,N-stabu70,23,PL,1000,0.01,348236,3571919,45.73
4506,N-stabu70,18,PL,1000,0.01,348658,3374312,48.466
4508,N-stabu70,17,PL,1000,0.05,356902,3376492,37.2
4510,N-stabu70,18,PL,1000,0.05,356801,3568541,29.086
4513,N-stabu70,25,PL,1000,0.01,348704,3595872,40.399
4514,N-stabu70,23,PL,1000,0.05,356321,3595995,28.923
4515,N-stabu70,21,PL,1000,0.05,356511,3355818,29.172
4516,N-stabu70,30,PL,1000,0.01,348433,3465269,45.88
4522,N-stabu70,16,PL,1000,0.05,356708,3483579,47.285
4523,N-stabu70,27,PL,1000,0.05,356637,3478177,28.268
4525,N-stabu70,11,PL,1000,0.05,356657,3566028,49.389
4526,N-stabu70,24,PL,1000,0.01,349260,3501018,41.082
4527,N-stabu70,13,PL,1000,0.05,356626,3276252,49.857
4528,N-stabu70,16,PL,1000,0.01,348850,3440268,44.892
4532,N-stabu70,30,PL,1000,0.05,356706,3485528,37.893
4533,N-stabu70,24,PL,1000,0.05,356727,3388588,28.911
4535,N-stabu70,14,PL,1000,0.05,356509,3527197,46.537
4536,N-stabu70,12,PL,1000,0.05,356651,3581775,42.96
4539,N-stabu70,29,PL,1000,0.05,356501,3313771,49.442
4541,N-stabu70,26,PL,1000,0.05,356780,3585286,44.514
4543,N-stabu70,28,PL,1000,0.05,356471,3499117,36.685
4546,N-stabu70,22,PL,1000,0.05,356720,3541460,48.834
4547,N-stabu70,15,PL,1000,0.05,356615,3406682,48.852
4549,N-stabu70,16,PL,1000,0.1,357880,3464547,29.081
4550,N-stabu70,11,PL,1000,0.1,358491,3296100,29.041
4552,N-stabu70,26,PL,1000,0.1,357985,3551178,28.638
4554,N-stabu70,20,PL,1000,0.05,356596,3419819,41.024
4557,N-stabu70,24,PL,1000,0.1,358115,3484750,28.035
4558,N-stabu70,19,PL,1000,0.1,357781,3430283,29.157
4559,N-stabu70,13,PL,1000,0.1,358101,3595061,36.812
4561,N-stabu70,19,PL,1000,0.05,356789,3353330,44.942
4566,N-stabu70,17,PL,1000,0.1,358167,3504384,42.458
4568,N-stabu70,25,PL,1000,0.05,356758,3567838,49.563
4576,N-stabu70,18,PL,1000,0.1,357994,3251428,33.386
4577,N-stabu70,12,PL,1000,0.1,357806,3161386,36.414
4578,N-stabu70,20,PL,1000,0.1,357899,3355733,30.506
4579,N-stabu70,22,PL,1000,0.1,357871,2577636,46.097
4580,N-stabu70,13,PL,1000,0.5,359078,3467137,31.385
4582,N-stabu70,27,PL,1000,0.1,357865,2982060,48.684
4584,N-stabu70,19,PL,1000,0.5,359571,3406971,27.493
4585,N-stabu70,23,PL,1000,0.1,357951,3340040,48.277
4588,N-stabu70,30,PL,1000,0.1,357896,3340771,45.615
4589,N-stabu70,25,PL,1000,0.1,358064,3590244,48.779
4590,N-stabu70,21,PL,1000,0.1,358010,3582950,43.814
4593,N-stabu70,15,PL,1000,0.5,359012,3485935,31.207
4595,N-stabu70,24,PL,1000,0.5,359689,2960701,32.459
4601,N-stabu70,14,PL,1000,0.1,357956,3423122,49.89
4604,N-stabu70,28,PL,1000,0.1,357896,3493659,44.003
4606,N-stabu70,30,PL,1000,0.5,359050,1377706,36.098
4607,N-stabu70,12,PL,1000,0.5,359877,3468809,47.836
4609,N-stabu70,29,PL,1000,0.1,358005,3456020,42.208
4610,N-stabu70,16,PL,1000,0.5,359046,1945297,29.592
4611,N-stabu70,11,PL,1000,0.5,359537,3599743,29.201
4612,N-stabu70,15,PL,1000,0.1,357953,3407500,49.958
4613,N-stabu70,18,PL,1000,0.5,359123,2437570,46.774
4615,N-stabu70,17,PL,1000,0.5,359025,2521566,39.638
4618,N-stabu70,21,PL,1000,0.5,359142,1708134,28.187
4619,N-stabu70,14,PL,1000,0.5,358993,2476662,46.865
4620,N-stabu70,22,PL,1000,0.5,359026,3440430,41.4
4621,N-stabu70,25,PL,1000,0.5,358969,2971184,47.331
4622,N-stabu70,27,PL,1000,0.5,359408,2435706,46.541
4623,N-stabu70,13,PL,1000,0.75,359756,1480536,29.276
4624,N-stabu70,11,PL,1000,0.75,359754,2919945,28.109
4627,N-stabu70,28,PL,1000,0.5,359318,3076833,28.413
4628,N-stabu70,12,PL,1000,0.75,359953,2073298,30.018
4633,N-stabu70,18,PL,1000,0.75,359564,1494088,39.076
4637,N-stabu70,21,PL,1000,0.75,359076,953441,35.873
4638,N-stabu70,26,PL,1000,0.5,359773,3432464,48.085
4641,N-stabu70,26,PL,1000,0.75,360828,2337962,34.521
4643,N-stabu70,29,PL,1000,0.5,359095,2320458,47.766
4651,N-stabu70,20,PL,1000,0.5,359756,2604372,48.196
4652,N-stabu70,14,PL,1000,0.75,359993,2530718,41.701
4653,N-stabu70,23,PL,1000,0.75,359812,3481153,27.068
4654,N-stabu70,23,PL,1000,0.5,359112,1273140,47.856
4656,N-stabu70,16,PL,1000,0.75,359631,3336842,44.937
4659,N-stabu70,15,PL,1000,0.75,359726,1648590,48.46
4663,N-stabu70,16,PL,1000,0.9,359687,1736107,27.627
4664,N-stabu70,20,PL,1000,0.75,359426,1980448,47.317
4666,N-stabu70,17,PL,1000,0.75,357728,3056865,43.113
4667,N-stabu70,17,PL,1000,0.9,359815,1654408,30.05
4670,N-stabu70,30,PL,1000,0.75,359141,3594040,48.488
4672,N-stabu70,22,PL,1000,0.75,359482,3140483,42.181
4675,N-stabu70,27,PL,1000,0.75,359086,3420441,46.049
4676,N-stabu70,19,PL,1000,0.9,359122,2271221,28.33
4679,N-stabu70,19,PL,1000,0.75,359566,3539541,41.946
4680,N-stabu70,21,PL,1000,0.9,359733,2650716,45.65
4682,N-stabu70,22,PL,1000,0.9,359575,3285292,37.579
4685,N-stabu70,20,PL,1000,0.9,357818,1806749,38.593
4686,N-stabu70,24,PL,1000,0.75,359820,1746773,44.073
4687,N-stabu70,14,PL,1000,0.9,359864,1516620,49.415
4690,N-stabu70,11,PL,1000,0.9,359682,2111219,49.646
4692,N-stabu70,25,PL,1000,0.75,359093,1476125,49.993
4693,N-stabu70,29,PL,1000,0.75,359663,1646090,38.907
4694,N-stabu70,25,PL,1000,0.9,359770,3313100,44.84
4695,N-stabu70,29,PL,1000,0.9,360514,3591195,36.389
4697,N-stabu70,28,PL,1000,0.75,360793,3522120,45.739
4698,N-stabu70,26,PL,1000,0.9,359507,2851084,28.062
4699,N-stabu70,28,PL,1000,0.9,359838,1878314,43.113
4700,N-stabu70,12,PL,1000,0.9,359484,3532592,47.006
4701,N-stabu70,21,PL,10000,0.001,305303,1715524,26.882
4704,N-stabu70,15,PL,1000,0.9,359316,2397147,40.425
4705,N-stabu70,30,PL,1000,0.9,359666,3010499,44.165
4706,N-stabu70,18,PL,1000,0.9,358572,2692691,40.091
4709,N-stabu70,28,PL,10000,0.001,306686,1946340,27.523
4710,N-stabu70,13,PL,1000,0.9,359729,2256981,39.814
4711,N-stabu70,26,PL,10000,0.001,307127,2975499,27.5
4714,N-stabu70,27,PL,1000,0.9,359011,1299820,48.715
4724,N-stabu70,23,PL,1000,0.9,359145,1851100,46.598
4727,N-stabu70,24,PL,1000,0.9,359759,2376202,46.42
4728,N-stabu70,20,PL,10000,0.001,303485,1862595,42.086
4735,N-stabu70,18,PL,10000,0.001,301201,32240,40.443
4736,N-stabu70,14,PL,10000,0.01,320150,3055474,27.414
4737,N-stabu70,13,PL,10000,0.001,304901,535496,44.331
4738,N-stabu70,30,PL,10000,0.001,305657,665177,40.378
4744,N-stabu70,18,PL,10000,0.01,319128,2963256,32.157
4745,N-stabu70,14,PL,10000,0.001,305307,303104,39.857
4746,N-stabu70,19,PL,10000,0.001,306663,3093401,44.961
4747,N-stabu70,11,PL,10000,0.001,308990,3566372,41.889
4749,N-stabu70,15,PL,10000,0.01,319795,2987769,32.42
4751,N-stabu70,23,PL,10000,0.001,309192,2968062,42.602
4754,N-stabu70,24,PL,10000,0.001,309170,3567597,30.035
4755,N-stabu70,12,PL,10000,0.001,306086,2448522,44.198
4756,N-stabu70,16,PL,10000,0.001,307146,1762604,41.565
4757,N-stabu70,15,PL,10000,0.001,307739,3060152,45.023
4758,N-stabu70,25,PL,10000,0.001,314836,2016202,45.174
4759,N-stabu70,28,PL,10000,0.01,319710,3550237,35.024
4760,N-stabu70,17,PL,10000,0.001,307396,386573,37.752
4762,N-stabu70,22,PL,10000,0.001,308016,695320,41.838
4766,N-stabu70,11,PL,10000,0.01,319926,3570963,38.023
4768,N-stabu70,29,PL,10000,0.001,306527,2850968,42.304
4769,N-stabu70,17,PL,10000,0.01,318212,3333669,47.066
4770,N-stabu70,29,PL,10000,0.01,320881,3516701,26.43
4771,N-stabu70,26,PL,10000,0.01,320989,3475038,26.418
4772,N-stabu70,27,PL,10000,0.001,306022,3484223,41.508
4773,N-stabu70,19,PL,10000,0.01,322926,3409153,41.679
4775,N-stabu70,24,PL,10000,0.01,323908,3427705,43.323
4776,N-stabu70,27,PL,10000,0.01,320782,3563593,46.952
4779,N-stabu70,16,PL,10000,0.01,322606,3575732,42.601
4782,N-stabu70,21,PL,10000,0.01,322118,3269000,45.793
4783,N-stabu70,14,PL,10000,0.05,343006,3490671,26.895
4786,N-stabu70,20,PL,10000,0.01,319584,3367615,46.578
4788,N-stabu70,23,PL,10000,0.01,320503,2595771,33.051
4791,N-stabu70,21,PL,10000,0.05,344306,3385326,26.647
4795,N-stabu70,11,PL,10000,0.05,343594,3536086,41.23
4798,N-stabu70,23,PL,10000,0.05,341541,3573343,35.272
4799,N-stabu70,16,PL,10000,0.05,342367,3333139,41.363
4800,N-stabu70,20,PL,10000,0.05,343610,3330899,29.867
4806,N-stabu70,22,PL,10000,0.01,321125,3472010,47.118
4807,N-stabu70,13,PL,10000,0.01,319854,2549575,45.789
4808,N-stabu70,12,PL,10000,0.01,319167,2332196,45.295
4809,N-stabu70,12,PL,10000,0.05,342838,2845889,46.356
4810,N-stabu70,25,PL,10000,0.01,324519,3530491,47.065
